COURSE_SUBJECT,COURSE_NUMBER,COURSE_TITLE,RESOURCE_NAME,ISBN
HISTORY,861,Seminar-History of Africa,"Domingos Alvares, African Healing and the Intellectual History of the Atlantic World",9781469609
HISTORY,861,Seminar-History of Africa,"The Walking Qur?an: Islamic Education, Embodied Knowledge and History in West Africa",9781469614
AFROAMER,712,Educ and Civil Rights Movement,A Chance for Change: Head Start and Mississippi's Black Freedom Struggle,1469627809
HIST SCI,720,Historiography & Methods,Medicalizing Blackness,1469632872
CHICLA,153,Latina/Latino/Latinx History,They Should Stay There: The Story of Mexican Migration and Repatriation During the Great Depression,1469634265
AFROAMER,338,The Black Arts Movement,"Liberated Threads: Black Women, Style, and the Global Politics of Soul",1469636139
AFROAMER,338,The Black Arts Movement,: RemakingBlack Power: How Black Women Transformed an Era,1469654737
ART HIST,515,Proseminar in Medieval Art,Ashgate Research Companion to Monsters and the Monstrous,1472418012
L I S,622,Childrens Literature,The Bloomsbury Introduction to Children's and Young Adult Literature,1472575531
ASIAN AM,240,Topics-Asian Amer Studies,Food Studies A Hands-On Guide,1474298711
MATH,763,Intro to Algebraic Geometry,Algebraic Geometry,1475738490
AFROAMER,222,Intro-Black Women Writers,Redefining Realness,1476709130
ENGL,458,Major American Writer(s),A Farewell to Arms,1476764528
ENGL,350,Topics in Gender & Literature,Glitter Up the Dark: How Pop Music Broke the Binary,1477318782
HISTORY,861,Seminar-History of Africa,"At Penpoint: African Literatures, Postcolonial Studies and the Cold War",9781478009
ENGL,577,Postcolonial Theatre,The Trial of Dedan Kimathi,1478611318
HIST SCI,720,Historiography & Methods,Fugitive Science,1479847662
COM ARTS,359,Sports Media,Keywords for Media Studies,1479859610
FOOD SCI,410,Food Chemistry,Fennema's Food Chemistry,1482243611
ELPA,940,Topics Seminar-Educ Leadership,Mixed methods research: A guide to the field,1483306759
S&A PHM,702,Intro to Mixed Methods,Designing and Conducting Mixed Methods Research,1483344379
S&A PHM,702,Intro to Mixed Methods,A Concise Introduction to Mixed Methods Research,1483359045
ELPA,911,Authentic Pedagogy and Achieve,Authentic intellectual work: Improving teaching for rigorous learning,1483381084
STAT,240,Intro to Data Modeling I,R for Data Science,1491910399
L I S,646,Intro Info Architecture,Information Architecture: For the Web and Beyond,1491911686
L I S,646,Intro Info Architecture,"Learning Web Design: A Beginner's Guide to HTML, CSS, JavaScript, and Web Graphics",1491960202
KINES,547,Skills for Health,"The essentials of teaching: Health education curriculum, instruction and assessment.",1492508236
PHY THER,676,Musculoskeletal Dysfunction I,Orthopedic Joint Mobilization and Manipulation: An Evidenced-Based Approach,1492544951
KINES,112,Measuring Physical Act Beh,Foundations of Physical Activity and Public Health,1492589976
KINES,112,Measuring Physical Act Beh,Foundations of Physical Activity and Public Health ebook,1492592822
HISTORY,120,Europe&Mod World 1815-On,Darkness at Noon,1501161315
POLI SCI,401,Selected Topics-Poli Sci,The Professional Soldier: A Social and Political Portrait,1501179327
LEGAL ST,645,Intellectual Freedom,Copyright's Highway: The Law and Lore of Copyright from Gutenberg to the Celestial Jukebox,1503609228
RP & SE,719,Intro to Qualitative Research,Qualitative inquiry & research design. Choosing among five approaches.,1506330204
RP & SE,310,Positive Psych and Well Being,Positive Psychology: The Scientific and Practical Explorations of Human Strengths,1506357355
JOURN,658,Communication Rsch Methods,Investigating the Social World The Process and Practice of Research,1506361192
RP & SE,506,Strategy-Inclusive Schoolng,Joyful Learning: Active and Collaborative Learning Strategies for Inclusive Classrooms,1506375663
ELPA,886,Internationalization Higher Ed,"The Doha Experiment: Arab Kingdom, Catholic College, Jewish Teacher",1510721722
FRENCH,322,Intro to Lit of Modernity,Amphitryon 38,1512347005
SOC WORK,835,Adv Soc Work Pract-Mental Hlth,The Color of Hope: People of Color Mental Health Narratives,1514273487
CURRIC,240,"Crit Aspects Teach, Schl, Educ","Teaching, Schooling, and Education",1516549931
GEN&WS,720,Spec Topics-Gender&Wmn Studies,Matters of Care: Speculative Ethics in More Than Human Worlds,9781517900
CSCS,300,Nonprofit Sector: Overview,Living for Change:  Grace Lee Boggs An Autobiography,1517901486
GEN&WS,720,Spec Topics-Gender&Wmn Studies,Trans Care,9781517911
LAW,711,Contracts I,Contracts: Law in Action: Volume I,1522104049
LAW,711,Contracts I,Contracts: Law in Action: Volume I,1522104063
LAW,731,Constitutional Law I,Constitutional Law: a Context and Practice Casebook,1531004545
LAW,732,Real Estate Transactions I,"Understanding Modern Real Estate Transactions, Fourth Ed.",9781531006
LAW,723,Legal Research and Writing,A Lawyer Writes,1531008765
L I S,602,Info: Org and Search,Online searching: a guide to finding quality information efficiently and effectively.,1538115077
L I S,602,Info: Org and Search,Online searching: A guide to finding quality information efficiently and effectively,1538115084
POLI SCI,408,The American Presidency,Presidential Leadership: Politics and Policy Making,1538136089
POLI SCI,511,Campaign Finance,Game Changers,1538136188
ENGL,245,Seminar in the Major,Parable of the Sower,1538732182
SCAND ST,201,Second Year Norwegian,Sett i Gang II  textbook   Edition II,1540745712
FRENCH,203,Third Semester French,Portails 2,1543304466
LAW,828,International Transactions,International Business Transactions:  Problems Cases and Materials,1543801040
CNSR SCI,562,The Global Consumer,Consumer Behavior & Culture: Consequences for Global Marketing and Advertising,1544318158
POLI SCI,305,Elections & Voting Behavior,Change and Continuity in the 2016 and 2018 Elections,1544356747
POLI SCI,305,Elections & Voting Behavior,Change and Continuity in the 2016 and 2018 Elections,1544356778
POLI SCI,359,American Foreign Policy,The Politics of United States Foreign Policy,1544374550
JOURN,618,Mass Comm & Political Behav,"Mediated Democracy: Politics, the News and Citizenship in the 21st Century",1544379159
ENGL,176,Topics in Literature and Film,The Time Machine,1551113050
GEN&WS,720,Spec Topics-Gender&Wmn Studies,Care Work: Dreaming Disability Justice,1551527383
ENVIR ST,126,Principles-Envrnmtl Science,How Bad Are Bananas?: The Carbon Footprint of Everything,1553658313
MICROBIO,470,Micro Genetics & Mol Machines,Molecular Genetics of Bacteria,1555816278
ENGL,174,Literature and Social Justice,Citizen,1555976903
ENGL,814,Topics in Contemporary Lit,Oculus,1555978259
ENGL,814,Topics in Contemporary Lit,Be Recorder,1555978488
SOC,674,Demographic Techniques I,Demography: Measuring and Modelling Population Processes,1557864512
CHICLA,330,Topics in Chicano/a Studies,...And the Earth Did Not Devour Him,1558850835
AFROAMER,225,Intro-AfricanAmer Dramatic Lit,Venus,1559361354
ENGL,577,Postcolonial Theatre,A Tempest,1559362103
AFROAMER,225,Intro-AfricanAmer Dramatic Lit,Intimate Apparel and  Fabulation,1559362795
AFROAMER,225,Intro-AfricanAmer Dramatic Lit,Radio Golf,1559363082
ASIAN,307,A Survey of Tibetan Buddhism,INTRODUCTION TO TIBETAN BUDDHISM,1559392822
E P D,518,Quality Engr & Quality Mgmnt,Change Basics,1562864521
RP & SE,842,Legal Foundations of Spec Ed,A guide to Special Education Law,1565341838
ENGL,822,Topics in Theory,Ornamental,1566895804
OCC THER,811,Appld Leadshp & Mangmnt in OT,Mentoring Leaders: the Power of Stroryteling for Building Leadership in Health Care and Education,1569003190
ASIAN,307,A Survey of Tibetan Buddhism,The Words Of My Perfect Teacher,1570624124
F&W ECOL,248,"Envir, Nat Resources & Society",Braiding Sweetgrass,1571313355
ENVIR ST,402,Soc Perspectives-Envir Studies,The Home Place (paperback edition),1571313508
E P D,636,Introduction to Polymers,Polymer Chemistry,1574447798
I SY E,515,Engr Mgt-Cont Proc Imprvmnt,The Memory Jogger 2: Tools for Continuous Improvement and Effective Planning,1576811139
AFROAMER,272,Race&Am Pol:New Deal-New Right,"Race, Reform and Rebellion: The Second Reconstruction and Beyond in Black America",1578061549
LAW,957,Intro to Estate Planning,Eckhardt's Workbook for Wisconsin Estate Planners,1578625475
ELPA,715,Govern&Admin-Coll&Universty,"Academic Leadership and Governance of Higher Education: a Guide for Trustees, Leaders, and Aspiring",1579224813
THEATRE,130,Fund of Theatrical Design,"Fundamentals of Theatrical Design: A Guide to the Basics of Scenic, Costume, and Lighting Design",1581158496
PHM PRAC,611,Medical Imaging for Pharmacist,Diagnostic Imaging for Pharmacists,1582121536
PHM PRAC,638,Nonprescrip Prod & Self-Care,"Handbook of Nonprescription Drugs, 19th edition",9781582122
ENGL,178,"Digital Media, Lit, Culture",Surveys,1584351788
KINES,116,First Aid & Basic Life Support,Responding to Emergencies: Comprehensive First Aid/CPR/AED,1584806844
AFRICAN,323,Third Semester Arabic,Alkitaab fi Tacallum al-cArabiyya Part One,1589017368
AFRICAN,323,Third Semester Arabic,Alkitaab fi Tacallum al-cArabiyya Part Two,1589019669
SPANISH,319,Topics in Span Lang Pract,En otras palabras. Perfeccionamiento del espa?ol por medio de la traduccion.,1589019744
ENGL,822,Topics in Theory,The Invention of Morel,1590170571
ENGL,176,Topics in Literature and Film,My Face for the World to See,1590176672
ED PSYCH,840,Clinical Pract-School Psych,Modular Cognitive-Behavioral Therapy for Childhood Anxiety Disorders,1593853631
ED PSYCH,840,Clinical Pract-School Psych,Helping Students Overcome Anxiety and Depression,1593856489
PL PATH,154,Antibiotic Discovery Research,Tiny Earth - A Research Guide to Studentsourcing Antibiotic Discovery,1593994938
ED PSYCH,542,Biological Basis of Behavior,Behave: The Biology of Humans at Our Best and Worst,1594205071
INTER-LS,210,L&S Career Development,CliftonStrengths for Students,1595621252
AFRICAN,391,1st Sem-Lang of West Africa,Wolof Lexicon and Grammar,1597030120
AFRICAN,391,1st Sem-Lang of West Africa,Nanu Degg Wolof: A Multilingual Approach to the Teaching and Learning of Wolof,1597030175
CS&D,863,Implantbl Auditory Prostheses,Cochlear Implants: Audiologic Management and Considerations for Implantable Hearing Devices,1597568920
CS&D,708,Fluency&Phonological Disorders,Clinical Decision Making in Fluency Disorders,1597569972
L I S,602,Info: Org and Search,The organization of information,1598848588
L I S,602,Info: Org and Search,The organization of information,1598848595
LAW,746,Legislation,Legislation and Statutory Interpretation (Concept & Insight Series),1599410784
LAW,746,Legislation,Statutory Interpretation (hardcover original),1599417707
F&W ECOL,401,Physiologicl Animal Ecology,Animal Physiology,1605354712
ENVIR ST,360,Extinction of Species,Conservation Biology,1605358826
RP & SE,980,Clin Reh Cnslg-Adv Assess Prac,Neuropsychology of everyday functioning,1606234594
RP & SE,980,Clin Reh Cnslg-Adv Assess Prac,"Clinician's Thesaurus, 7th Edition: The Guide to Conducting Interviews and Writing Psychological Rep",1606238745
ENGL,156,Literature and Medicine,The Spectral Wilderness,1606352113
COM ARTS,351,Television Industries,Portals: A Treatise on Internet-Distributed Television,1607854005
AFROAMER,712,Educ and Civil Rights Movement,From #Black Lives Matter to Black Liberation,1608465620
POLI SCI,272,Intro to Public Policy,A Practical Guide for Policy Analysis,1608718429
SOC WORK,821,SW Pract. in Aging & MH,Mental Disorders in Older Adults: Fundamentals of assessment and treatment,1609182328
LAW,918,Problems: Intl Law Seminar,International Environmental Law and Policy,1609303211
LAW,822,Family Law: Marriage & Divorce,Family Law: Cases and Materials,1609304102
E P D,613,Intl Engr Strategies&Operatns,The Culture Map: breaking through the invisible boundaries of global business,1610392501
GEN BUS,320,Intercultural Communctn in Bus,"The Culture Map: Decoding How People Think, Lead and Get Things Done Across Cultures",1610392761
SLAVIC,245,Topics-Slavic Literatures,Nothing is True and Everything is Possible : the Surreal Heart of the New Russia,1610396004
HORT,234,Ornamental Plants,Herbaceous Perennial Plants,1610583800
M S & E,260,Materials Experience,Substance of Civilization Materials and Human History from the Stone Age to the Age of Silicon,1611454017
HEBR-MOD,301,Intro to Hebrew Literature,Brandeis Modern Hebrew Intermediate to Advanced,1611684476
HEBR-MOD,101,First Semester Hebrew,Brandeis Modern Hebrew,1611689181
COM ARTS,610,Topics-Rhetoric&Pub Address,Demagoguery and Democracy,1615194087
POLI SCI,274,Political Choice and Strategy,Power Politics and Universal Health Care,1616144562
OCC THER,623,Yng Adult Occs&Ther Interventn,Group Dynamics in Occupational Therapy,1617110115
L I S,706,Data Mining Planning and Mgmt,Grokking Machine Learning,1617295911
ACCT I S,765,Contemporary Topics,Cases in Financial Reporting,1618531223
ACCT I S,765,Contemporary Topics,Financial Accounting,1618533111
ACCT I S,406,Advanced Financial Reporting,Advanced Accounting,1618533128
ACCT I S,710,Managerial Accounting,Management Accounting: Information for Decision Making,1618533517
HISTORY,201,The Historian's Craft,The Dawn of Detroit: A Chronicle of Slavery and Freedom in the City of the Straits,1620974810
ILS,200,Critical Thinkng & Expressn,the elements of rhetoric,1621381969
KINES,360,Lifespan Motor Development,Human Motor Development: A Lifespan Approach,1621590439
ASIALANG,101,First Semester Chinese,"Integrated Chinese, 4th Ed., Volume 1, Textbook (Paperback, Simplified)",1622911356
ASIALANG,101,First Semester Chinese,"Integrated Chinese, Volume 1, 4th Ed., Workbook (Paperback, Simplified)",1622911363
ASIALANG,101,First Semester Chinese,"Integrated Chinese, Volume 1, 4th Ed., Character Workbook (Paperback, Simplified & Traditional)",1622911370
ASIALANG,201,Third Semester Chinese,Integrated Chinese Volume 2 Textbook,1622911417
ASIALANG,201,Third Semester Chinese,Integrated Chinese Volume 2 Workbook,1622911431
ASIALANG,201,Third Semester Chinese,Integrated Chinese Volume 2 Character book,1622911448
COM ARTS,610,Topics-Rhetoric&Pub Address,Demagogue for President: The Rhetorical Genius of Donald Trump,1623499068
AFROAMER,338,The Black Arts Movement,SOS-Calling All Black People: A Black Arts Movement Reader,1625340313
ASIALANG,133,First Semester Hindi,Beginning Hindi: A Complete Course,1626160224
SPANISH,226,Interm Lang Prac-Writng&Grammr,Gramatica para la composicion,1626162556
SLAVIC,275,Third Year Russian I,Panorama,1626164178
AFRICAN,321,First Semester Arabic,Alif Baa: Introduction to Arabic Letters and Sounds. Third Edition,1626168114
AFRICAN,321,First Semester Arabic,"Al-Kitaab Part One, Third Edition",1626168145
LITTRANS,275,In Transl:Hans C. Andersen,More than just fairy tales,1626610187
LAW,940,Law & Contemporary Problems,The Law of Democracy,1628102253
KINES,127,Intro to Athletic Healthcare,Athletic Training Student Primer: A Foundation for Success,1630915797
SOC,924,Seminar-Political Sociology,Let Them Eat Tweets,1631496844
ENGL,814,Topics in Contemporary Lit,Civil Bound,1632430717
CNSR SCI,603,Retailing Internship,They Don't Teach Corporate in College,1632651600
CNSR SCI,564,Retail Financial Analysis,Retail Financial Analysis,1633181373
LAW,730,Federal Law & Indian Tribes,Cases and Materials on Federal Indian Law,1634599061
LAW,746,Legislation,Interpreting Law: A Primer on How to Read Statutes and the Constitution (University Treatise Series),1634599122
CS&D,863,Implantbl Auditory Prostheses,"Cochlear Implant Patient Assessment: Evaluation of Candidacy, Performance, and Outcomes",1635501285
LAW,714,Civil Procedure I,Federal Rules of Civil Procedure 2020 edition,1640020726
LAW,725,Intro to Criminal Procedure,"Criminal Procedure: Cases and Materials, 2nd Edition",1640202047
LAW,742,Taxation I,Fundamentals of Federal Income Taxation--Cases and Materials,1640208520
LAW,820,Conflict of Laws,"Conflict of Laws: American, Comparative, International",1640209886
LAW,850,Professnl Responsibilities,ABA Model Rules of Professional Conduct,1641056496
LAW,744,Administrative Law,Federal Administrative Law,1642422580
LAW,850,Professnl Responsibilities,Professional Responsibility A Contemporary Approach,1642422856
LAW,746,Legislation,Statutory Interpretation (softcover reprint),1642426717
LAW,714,Civil Procedure I,Pleading and Procedure,1642427622
ACCT I S,722,Taxation of Pass-Thru Entities,The Logic of Subchapter K - 6th ed.,1642429794
URB R PL,611,Urban Design: Theory/Practice,Soft City: Building Density for Everyday Life,1642830187
B M I,451,Intro to SAS Prog for Pop Hlth,"The Little SAS Book: A Primer, Sixth Edition",1642952834
ENGL,814,Topics in Contemporary Lit,Just Us,1644450215
ENGL,457,Topic in American Lit,Inherited Disorders,1682450154
ELPA,878,The American Community College,On My Own The Challenge and Promise of Building Equitable STEM Transfer Pathways,1682534892
LAW,802,Civil Procedure II,2019-2020 CIVIL PROCEDURE SUPPLEMENT,1684671441
LAW,817,Business Organizations I,Business Associations: 2020 Statutes and Rules,1684679720
KINES,116,First Aid & Basic Life Support,Basic Life Support Participant's Manual,1732995710
CURRIC,503,Literacy Across the Curriculum,"Inquiry Mindset: Nurturing the Dreams, Wonders, & Curiosities of Our Youngest Learners",1733646840
MUSIC,466,Diction for Singers,"IPA Handbook for Singers, 2nd edition",1733863124
ENGL,156,Literature and Medicine,The Hospital Suite,1770461642
ATM OCN,100,Weather and Climate,Meteorology: An Interactive Understanding of the Atmosphere,1773302256
ART,100,Introduction to Art,"The Short Story of Art: A Pocket Guide to Key Movements, Works, Themes, & Techniques",1780679686
CNSR SCI,555,Cons Strategy & Evl,"Good Strategy, Bad Strategy: The Difference and Why It Matters",1781256176
ENGL,822,Topics in Theory,24/7: Late Capitalism and the Ends of Sleep,1781683101
GERMAN,236,Bascom Course,The Written World,1783783144
ASTRON,170,The Dark Side of the Universe,Dark Matter & Dark Energy: The Hidden 95% of the Universe,1785785504
ART HIST,500,Prosem:Spec Topics-Art Hist,Entanglement: The Secret Lives of Hair,1786071613
F&W ECOL,248,"Envir, Nat Resources & Society",A Planet to Win: Why We Need a Green New Deal Now,1788738316
GEN&WS,720,Spec Topics-Gender&Wmn Studies,Mutual Aid: Building Solidarity During this Crisis (and the Next),1839762123
ENGL,155,Myth and Literature,The Penelopiad,1841957982
ASIAN,300,Topics in Asian Studies,"A Student's Guide to the History and Philosophy of Yoga, revised edition",1845532369
AFRICAN,204,Intro Topics African Languages,English as a Local Language,1847691804
COMP SCI,525,Linear Optimization,Introduction to Linear Optimization,1886529199
CHEM,641,Advanced Organic Chemistry,MODERN PHYSICAL ORGANIC CHEMISTRY,1891389313
CHEM,641,Advanced Organic Chemistry,MODERN PHYS ORGANIC CHEM  ST SOL MAN,1891389368
CHEM,714,Organometal-Transitn Elemts,Organotransition Metal Chemistry: From Bonding To Catalysis,1891389535
PHYSICS,448,Atomic and Quantum Physics,A Modern Approach to Quantum Mechanics,1891389788
CHEM,311,Chem Across the Periodic Table,Foundations of Inorganic Chemistry,1891389955
HISTORY,201,The Historian's Craft,The Artificial Silk Girl,1892746818
ASIAN AM,152,AsianAm Lit & Pop Culture,Shortcomings,1897299753
ENGL,176,Topics in Literature and Film,Measure For Measure,1903436448
ENGL,176,Topics in Literature and Film,Romeo and Juliet,1903436912
ENGL,176,Topics in Literature and Film,Hamlet,1904271338
ENGL,176,Topics in Literature and Film,Macbeth,1904271413
ENGL,178,"Digital Media, Lit, Culture",Internet Crusader,1910395516
AFRICAN,203,Intro Topics in African Lit,Tram 83,1925106947
SOC WORK,205,Intro-Field of Social Work,Days in the Lives of Social Workers,1929109845
L I S,341,Tpcs in Info St-Tech Aspects,The Visual Display of Quantitative Information,1930824133
LITTRANS,254,Lit Tran: Modern Italy,Sandokan,1933633800
KINES,364,Assessmnt&Progrmg Adaptd PE,Developmental & Adapted Physical ActIvity Assessment,1934432488
AN SCI,200,Biol&Apprec-Companion Anmls,Biology & Appreciation of Companion Animals,1935801344
CHEM,343,Intro Organic Chemistry,Organic Chemistry 6th Edition (if not buying bundle),1936221349
CHEM,343,Intro Organic Chemistry,Organic Chemistry Student Solution Manual (if not buying bundle),1936221868
AMER IND,450,Issues in Amer Ind Studies,Nature Poem,1941040638
ENGL,814,Topics in Contemporary Lit,Junk,1941040973
POLI SCI,460,Topics in Political Philos,A Reader in Catholic Social Teaching: From Syllabus Errorum to Deus Caritas Est,1944418588
CNSR SCI,635,Estate Plng for Fincl Planners,ESTATE PLANNING,1946711335
GEN BUS,360,Workplace Communication,10 Steps to Successful Business Writing,1947308305
INFO SYS,422,Computer-Based Data Mgt,"Database Design, Application Development, and Administration",1948426008
NURSING,706,Nursing Research,Nursing Research: Generating and Assessing Evidence for Nursing Practice,1975110642
RP & SE,660,Special Topics,Mindfulness for athletes: Consider awareness your most Important tool,1982241575
ASIAN AM,240,Topics-Asian Amer Studies,Minor Feelings: An Asian American Reckoning,1984820365
FRENCH,615,Grammaire avancee,Nouvelle grammaire du francais,2011552716
FRENCH,322,Intro to Lit of Modernity,Le Pere Goriot,2011695734
FRENCH,631,Lit Francaise-XVIIIe Siecle,Candide ou l'Optimisme,2035866011
FRENCH,947,Smr: Questions-Litterature,Gargantua,2070317363
INTL BUS,313,Prof Comm&Cultr in Franc World,Un Americain en Picardie,2070337620
FRENCH,322,Intro to Lit of Modernity,Une femme,2070382118
FRENCH,322,Intro to Lit of Modernity,Traversee de la Mangrove,2070385461
FRENCH,639,Litterature-XVIIe Siecle,Histoire comique de Francion,2080703217
FRENCH,639,Litterature-XVIIe Siecle,Theatre 2,2080712820
FRENCH,616,Soc Rspnsbility in Prof French,Le developpement durable,2130801573
FRENCH,615,Grammaire avancee,L'expression francaise ecrite et orale,2706110597
FRENCH,271,Intro to Literary Analysis,Prodige,2742735358
FRENCH,616,Soc Rspnsbility in Prof French,Pour une entreprise responsable,2846702492
FRENCH,271,Intro to Literary Analysis,L'odeur du cafe,2892953244
GERMAN,676,Adv Seminar in German Studies,Dem Krieg Entronnen,3037311677
GERMAN,372,Topics in German Culture,"Grundkurs: Ubersetzen, Deutsch-Englisch",3129390306
GERMAN,258,Intermediate German-Reading,Die Physiker,3257230475
E C E,717,Linear Systems,Linear algebra done right,3319110806
MATH,765,Differential Geometry,Riemannian Geometry,3319266527
SOIL SCI,375,Special Topics,Using R for Digital Soil Mapping,3319443270
GERMAN,947,Seminar-German Lit & Culture,Spielzone,3351028589
GERMAN,676,Adv Seminar in German Studies,Einbruch der Wirklichkeit,3423141307
GERMAN,947,Seminar-German Lit & Culture,Bruder,3446264151
GERMAN,258,Intermediate German-Reading,Haltet euer Herz bereit: Eine ostdeutsche Familiengeschichte,3453408074
GERMAN,947,Seminar-German Lit & Culture,Seltsame Sterne starren zur Erde,3462034288
GERMAN,947,Seminar-German Lit & Culture,Tigermilch,3462047530
GERMAN,676,Adv Seminar in German Studies,Wir neuen Deutschen,3498006730
GERMAN,947,Seminar-German Lit & Culture,Stern 111,3518429259
M S & E,456,"Elec,Opt&Mag Prop of Materials",Solid State Physics: An introduction,3527412822
GEOSCI,557,Structural Petrology,Microtectonics,3540640035
GERMAN,947,Seminar-German Lit & Culture,Skandinavisches Viertel,3608981377
E P D,629,Powertrain Systems & Controls,Introduction to Modeling and Control of Internal Combustion Engine Systems,3642107740
E P,271,Engr Problem Solving I,A Primer on Scientific Programming with Python,3662498866
G L E,537,Quantitative Methods,"Collecting, Processing and Presenting Geoscientific Information: MATLAB & Design Recipes Earth",3662562024
GERMAN,947,Seminar-German Lit & Culture,Die Gro?e Hamburger Stra?e,3895612589
GERMAN,947,Seminar-German Lit & Culture,Mein altes West-Berlin,3898091220
THEATRE,360,Performance in Practice,Yokai Attack!,4770030702
ASIALANG,303,5th Semester Japanese,Intermediate Japanese,4789013079
ASIALANG,203,Third Semester Japanese,Genki: An Integrated Course in Elementary Japanese II,4789014434
ASIALANG,203,Third Semester Japanese,"Genki: An Integrated Course in Elementary Japanese, Workbook 2",4789014441
ASIALANG,103,First Semester Japanese,Genki: An Integrated Course in Elementary Japanese I,4789017305
ASIALANG,103,First Semester Japanese,Genki: An Integrated Course in Elementary Japanese I Workbook,4789017312
ITALIAN,621,Il Settecento,"Autobiografia, Poesie, Scienza Nuova",8811362876
ITALIAN,203,Third Semester Italian,Domani 3,8861822405
ITALIAN,203,Third Semester Italian,Domani 2,8861822610
ASIALANG,105,First Semester Korean,New Sogang Korean 1A workbook,8976995735
ASIALANG,305,Fifth Semester Korean,New Sogang Korean 3A student book,8992491396
ASIALANG,405,Seventh Semester Korean,Sogang Korean 4A: Student Book,8992491846
ASIALANG,405,Seventh Semester Korean,Sogang Korean 4A: Workbook,8992491914
CS&D,854,Electroacous & Instr Calibratn,Signals and Systems for Speech and Hearing,9004252431
ENGL,314,Structure of English,An introduction to the grammar of English. Revised edition.,9027211682
GERMAN,245,Topics-Dutch Life & Culture,The Dutch and their Delta. Living Below Sea Level,9055947881
SCAND ST,111,First Semester Swedish,"Rivstart A1 + A2 Textbook, second edition",9127434202
SCAND ST,111,First Semester Swedish,"Rivstart A1 & A2 Workbook, second edition",9127434219
SCAND ST,211,Second Year Swedish,Rivstart B1+B2 Textbok,9127434233
SCAND ST,211,Second Year Swedish,Rivstart B1+B2 Ovningsbok,9127434240
E M A,541,Heterogeneous&Multiphase Mtrls,Composites and metamaterials,9811216367
HIST SCI,350,Spec Topics-Hist of Science,Our Bodies Belong to God,9812387028
AMER IND,172,Literatures of Native America,House Made of Dawn,0061859977
INTL BUS,313,Prof Comm&Cultr in Franc World,Bienvenue dans le nouveau monde,1094841419
SPANISH,460,Literatura Hispanoamericana,La sangre de la aurora,9874544821
